"Item Name";"Region";"Lore";"DescriptionLore";"ImageURL"
"Malady";"Shadow Isles";"Whispers say it was crafted in the Shadow Isles, fueled by tormented spirits, twisting minds and bodies alike. It is associated with corruption.";"This cursed item radiates an aura of unease. When a creature attunes to Malady, they must succeed on a DC 17 Wisdom saving throw or become afflicted with a madness. While attuned, the user has advantage on Charisma (Intimidation) checks, but disadvantage on Charisma (Persuasion) checks. Additionally, once per day, the wielder can cast the spell 'Inflict Wounds' as a 5th-level spell, requiring no material components.";"https://wiki.leagueoflegends.com/en-us/images/Malady_item.png"
"Mandrake Ward";"Shadow Isles";"Likely originating from the Shadow Isles, the Mandrake Ward could be associated with necromantic magic or entities manipulating perception and fear.";"This gnarled wooden ward pulses with necromantic energy. As an action, you can plant the Mandrake Ward in the ground. For the next hour, all creatures within a 30-foot radius must succeed on a DC 14 Wisdom saving throw or be frightened of you. A creature that succeeds on the saving throw is immune to this effect for 24 hours. The ward crumbles to dust after an hour or after being successfully dispelled.";"https://wiki.leagueoflegends.com/en-us/images/Mandrake_Ward_item.png"
"Maw of Malmortius";"Noxus";"Whispers speak of a pact made with dark entities, granting strength but risking demonic influence, potentially linked to Mordekaiser's dominion.";"While attuned to this weapon, you gain advantage on saving throws against being charmed or frightened. Additionally, when you are reduced to 0 hit points but not killed outright, you can choose to drop to 1 hit point instead. If you do so, you gain temporary hit points equal to your level in the class that granted you the most recent level. These temporary hit points last for 1 minute. Once this effect is triggered, it cannot be used again until you complete a long rest. However, after each long rest, roll a d20. On a result of 1, you must succeed on a DC 15 Charisma saving throw or gain one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Maw_of_Malmortius_item.png"
"Mercurial Scimitar";"Bilgewater";"Favored by captains navigating treacherous seas, it offers protection against curses and shadowy entities, common in the waters around Bilgewater.";"This +2 scimitar has 3 charges. As an action, you can expend 1 charge to cast the Dispel Magic spell (DC 15). In addition, while you wield this scimitar, you have advantage on saving throws against curses and effects that would turn you into an undead creature. The scimitar regains 1d3 expended charges daily at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Mercurial_Scimitar_item.png"
"Mirage Blade";"Ionia";"Forged by Ionian spiritwalkers, its illusions confuse foes, reminiscent of the trickster spirits of the forests, reflecting Ionian adaptability and misdirection.";"This +1 shortsword has 3 charges. As a bonus action, you can expend 1 charge to cast the Mirror Image spell. While wielding this blade, you have advantage on Dexterity (Stealth) checks made to hide in lightly obscured areas. The shortsword regains 1d3 expended charges daily at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Mirage_Blade_item.png"
"Moonstone Renewer";"Targon";"Said to be blessed by the celestial light of Targon, channeling the moon's restorative energies to aid allies in need.";"While holding this Moonstone Renewer, you can use a bonus action to touch a creature within 30 feet. That creature regains hit points equal to 3d6 + your spellcasting ability modifier. Once you use this ability, you can't use it again until the next dawn. Additionally, whenever you cast a spell of 1st level or higher that restores hit points to a creature, you can choose a different creature within 30 feet of the target. The chosen creature regains hit points equal to 1d6.";"https://wiki.leagueoflegends.com/en-us/images/Moonstone_Renewer_item.png"
"Murksphere";"Shadow Isles";"Whispers say Murksphere was used by a forgotten order in the Shadow Isles to contain malevolent spirits.";"This orb pulses with an unnatural darkness. As an action, you can hurl the Murksphere at a point within 60 feet. Each creature within 20 feet of that point must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. On a failed save, a creature also takes 3d6 psychic damage. Once this property is used, the Murksphere becomes nonmagical for 24 hours.";"https://wiki.leagueoflegends.com/en-us/images/Murksphere_item.png"
"Night Harvester";"Shadow Isles";"Said to be forged in the heart of the Shadow Isles, it pulses with the essence of tormented spirits, granting power at a terrible price.";"This dark blade hungers for life force. When you hit a creature with an attack using this weapon, the creature takes an extra 2d6 necrotic damage. If the creature is reduced to 0 hit points by this attack, you gain temporary hit points equal to the necrotic damage dealt. Additionally, once per long rest, when you are reduced to half your hit point maximum or lower, you can regain hit points equal to 4d8 + your Constitution modifier. After using this feature, you gain one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Night_Harvester_item.png"
"Noonquiver";"Freljord";"Favored by frost archers of the Freljord, Noonquiver aids in hunting massive beasts across the frozen tundra.";"While wearing this quiver, you gain a +2 bonus to attack and damage rolls made with ranged weapons that use ammunition drawn from it. In addition, as a bonus action, you can imbue up to three arrows drawn from the quiver with frost. When an arrow imbued this way hits a creature, that creature must succeed on a DC 15 Constitution saving throw or have its speed reduced by 20 feet until the end of its next turn. On a failed save, the creature also suffers disadvantage on attack rolls until the end of its next turn if it attempts to move before then.";"https://wiki.leagueoflegends.com/en-us/images/Noonquiver_item.png"
"Opportunity";"Noxus";"Favored by Noxian assassins, it allows for swift strikes and ruthless efficiency in eliminating high-value targets.";"This dagger grants a +3 bonus to attack and damage rolls. Additionally, once per turn, if you have advantage on an attack roll against a creature, you can choose to deal an extra 14 (4d6) necrotic damage to the target. If you do so, you gain advantage on Stealth checks until the end of your next turn as dark shadows obscure your movements.";"https://wiki.leagueoflegends.com/en-us/images/Opportunity_item.png"
"Oracle's Lens";"Targon";"Favored by those who seek hidden truths on Mount Targon. Used by the guides that explore the mountain's treacherous paths.";"While holding this lens, you can use a bonus action to cast the Detect Magic spell. The lens has 3 charges, and it regains 1d3 expended charges daily at dawn. Additionally, when you cast the Detect Magic spell using this lens, you can also choose to cast See Invisibility as part of the same action, consuming one additional charge.";"https://wiki.leagueoflegends.com/en-us/images/Oracle%27s_Lens_item.png"
"Phantom Dancer";"Ionia";"Favored by duelists and those who value agility, the Phantom Dancer is often associated with Ionian martial traditions.";"While wearing this vestment, your Dexterity score increases by 2, to a maximum of 22. It also grants you the following benefits: You gain a +2 bonus to AC. When you are hit by an attack, you can use your reaction to become invisible until the end of your next turn. Once used, this property can't be used again until the next dawn. Your movement speed increases by 10 feet. If you move at least 20 feet straight toward a creature and then hit it with a melee weapon attack on the same turn, that target must succeed on a DC 15 Strength saving throw or be knocked prone.";"https://wiki.leagueoflegends.com/en-us/images/Phantom_Dancer_item.png"
"Pickaxe";"Freljord";"Vastayan smiths in the Freljord use enchanted pickaxes to mine True Ice, the only substance believed capable of forging weapons that can strike a god.";"This magical pickaxe grants a +3 bonus to attack and damage rolls made against objects and structures. When used to mine any metal, the wielder gains advantage on checks made to determine the quality and quantity of the mined ore. Against creatures composed of ice or cold, this pickaxe deals an additional 2d6 fire damage. Once per day, the wielder can cast the 'Shatter' spell (DC 15) centered on a point they can see within 60 feet.";"https://wiki.leagueoflegends.com/en-us/images/Pickaxe_item.png"
