Item Name;Region;Lore;DescriptionGame;DescriptionLore;ImageURL
Stark's Fervor;noxus;Associated with the now-defunct Stark family of Noxus, known for their brutal efficiency in warfare and their fervor in battle.;Aura grants attack speed and lifesteal to nearby allies, while reducing the armor of enemies.;Confers +1 to hit and damage rolls to allies within 30'. Enemies within range suffer -1 to AC. Bearer tests Will each round to avoid berserker rage (disadvantage on further Will saves).;https://wiki.leagueoflegends.com/en-us/images/Stark%27s_Fervor_item.png
Stealth Ward;ionia;Favored by Ionian monks and scouts, stealth wards allow for observation and protection.;Grants temporary vision of an area. Invisible to enemies.;Casts 'Eye of the Hidden Path.' Range: 120'. Duration: 1 Turn. Undetectable by normal means. Reveals creatures/objects within a 30' radius.;https://wiki.leagueoflegends.com/en-us/images/Stealth_Ward_item.png
Stormsurge;targon;Whispers claim it channels celestial storms, favored by Aspect hosts seeking to overwhelm mortal foes. Connections to the Solari are suspected.;Grants bonus magic damage on hit, and if the target dies you gain move speed.;Upon striking true, inflict an additional 1d6 lightning damage. If the target is slain, move an additional 1d4 hexes this turn. If wielder has Celestial blood, double damage and movement.;https://wiki.leagueoflegends.com/en-us/images/Stormsurge_item.png
Sundered Sky;targon;Forged with celestial energies, it might be tied to the Aspect of Twilight or constellations influencing fate. Champions who seek to fight gods would use it.;First attack after casting a spell crits, heals, and grants bonus armor penetration.;Guaranteed hit! Target takes double damage and must save versus CON or be stunned for 1 round. User heals 1d8 HP and gains +2 AC for 3 rounds.;https://wiki.leagueoflegends.com/en-us/images/Sundered_Sky_item.png
Syzygy;targon;Said to be forged from the light of a collapsing star. Prized by the Solari for its celestial power and connection to the Aspects.;Grants bonus attack damage, attack speed and magic resist, increasing with consecutive attacks on champions.;Wielder gains +1 to hit and damage. On a successful attack, roll 1d6. On a 6, gain advantage on saving throws vs. spells and abilities for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Syzygy_item.png
The Brutalizer;noxus;Favored by Noxian gladiators, the Brutalizer is a barbaric tool used to break down opponents. Said to have been forged in the Immortal Bastion's shadow.;Grants attack damage and armor penetration, enhancing physical damage output against armored foes.;Weapon deals +1d4 damage, ignores up to 2 points of AC from armor. On a critical hit, target's AC is permanently reduced by 1 (cumulative).;https://wiki.leagueoflegends.com/en-us/images/The_Brutalizer_item.png
The Unspoken Parasite;shadow isles;A parasitic entity from the Shadow Isles, possibly related to the Black Mist or a forgotten spirit. Feeds on the life force of its host.;Periodically leeches health from nearby enemies, granting it to the wielder and damaging the victim.;Bestow this wriggling horror upon a foe and steal 1d4 HP each round. On a fumble, the Parasite consumes you instead!;https://wiki.leagueoflegends.com/en-us/images/The_Unspoken_Parasite_item.png
Timeworn Frostfang;freljord;Likely crafted by an ancient Ice Witch, possibly Lissandra, its magic has faded with time, becoming a shadow of its former power.;Grants gold generation and ability power. Provides a bonus to mana regeneration and some health.;Once per day, touch the Frostfang to attempt to Freeze a target in place (Save vs. Magic). Grants +1 to cast magic missiles. Provides 1hp/level, and the holder can cast 'detect magic' once per day.;https://wiki.leagueoflegends.com/en-us/images/Frostfang_item_old.png
Timeworn Talisman of Ascension;targon;Possibly connected to an ancient Aspect or celestial being of Targon. Its age suggests a forgotten era of cosmic influence.;Grants movement speed, mana regeneration, and ability haste to nearby allies.;"Upon activation, nearby party members receive +1 to their Speed factor and recover 1d4 mana per turn for the duration. Potential for catastrophic time paradoxes exists; GM discretion advised.";https://wiki.leagueoflegends.com/en-us/images/Talisman_of_Ascension_item.png
Travel Size Elixir of Sorcery;ionia;The elixir's ingredients are rumored to be sourced from the Spirit Blossom festival, enhancing magical prowess for a brief time.;Grants bonus Ability Power for a short duration upon consumption.;Drink: Next magical attack deals +1d4 damage. Duration: 3 turns. Side effects may include uncontrollable giggling and seeing spirits.;https://wiki.leagueoflegends.com/en-us/images/Travel_Size_Elixir_of_Sorcery_item.png
Trinity Fusion;ionia;Forged with ancient Ionian techniques, it is said to amplify the wielder's innate abilities. Associated with the spirit realm.;Empowers abilities after use, grants bonus damage, attack speed and movement speed.;On a hit, if the user just cast a spell, roll +Level, on a success, deal +1d6 damage, +1 to speed and attacks for 3 rounds. On a fumble take 1d4 spirit damage.;https://wiki.leagueoflegends.com/en-us/images/Trinity_Fusion_item.png
Turbocharged Hexperiment;noxus;Likely created in Zaun by Viktor or one of his followers. It appears to be a Hextech device modified with unique chemicals.;Empowers a champion to charge at enemies, dealing damage and creating a damaging nova after a short delay.;Wearer can make one devastating charge attack per encounter, dealing 2d6 damage to all within 10ft on impact. Afterwards, the wearer risks losing control (50% chance) for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Turbocharged_Hexperiment_item.png
Typhoon;ionia;Legends say a tempestuous spirit was bound within it by a forgotten Ionian sect, granting the wielder incredible speed and agility.;On hit, grants movement speed and bonus damage. Stacks up to three times.;Grants +1 to initiative and allows an extra attack. However, after 3 rounds, requires a DC 15 WIS save or become winded (-1 to hit for 1 round).;https://wiki.leagueoflegends.com/en-us/images/Typhoon_item.png
Upgraded Aeropack;targon;Favored by those who dance among the stars, granting ethereal lightness and swiftness to reach ever higher celestial realms.;Grants bonus movement speed and allows the holder to move unhindered through units.;"Wearer moves as if weightless, ignoring difficult terrain. Chance to float upwards when still; roll a d6. On a 6, ascend 10' per round until landing or action is taken.";https://wiki.leagueoflegends.com/en-us/images/Upgraded_Aeropack_item.png
Verdant Barrier;demacia;Crafted in Demacia, rumored to ward against rogue mages or creatures of the void. The barrier instills courage against magical threats.;Grants magic resistance and ability power, absorbing incoming magic damage with a shield.;Wearer gains +3 to saves vs. magic and a 1-time shield of 1d8 hp vs. magical attacks. Shield recharges after a full day of rest. Detect magic cast upon the wearer has a 25% chance of failing.;https://wiki.leagueoflegends.com/en-us/images/Verdant_Barrier_item.png
Vision Ward;demacia;Used by Demacian scouts to maintain vigilance against Sylas' mageseekers. Also favored by Garen's Dauntless Vanguard for reconnaissance.;Grants vision of an area, revealing invisible units and wards. Lasts until destroyed.;Creates an invisible, immobile sensor. Detects illusions, magical creatures and the invisible. Easily dispelled by magic or a strong wind. Range: 30 ft.;https://wiki.leagueoflegends.com/en-us/images/Vision_Ward_item.png
Warrior;noxus;Forged in the heart of Noxus, imbued with relentless aggression. Favored by Darius, it amplifies martial prowess and dominance on the battlefield.;Bonus attack damage and increased regeneration after champion takedowns.;Confers +1 to hit and damage. After slaying a foe, regain 1d4 hit points. A failed save vs. fear after combat may result in aggressive outbursts.;https://wiki.leagueoflegends.com/en-us/images/Warrior_item.png
Wicked Hatchet;noxus;A brutal weapon favored by Noxian executioners, rumored to be stained with the essence of countless betrayals and dark pacts.;Dealing physical damage grants stacking attack damage and movement speed for a short duration.;On hit: target must SAVE vs DEATH or be reduced to 0 hp and fall to pieces! On a successful save, wielder gains +1 to hit and damage rolls for 1d4 rounds.;https://wiki.leagueoflegends.com/en-us/images/Wicked_Hatchet_item.png
Winter's Approach;freljord;Likely crafted by the Iceborn, it resonates with the magic of the Freljord and is tied to increasing one's resilience and defense.;Grants mana, armor, and ability haste. Absorbs damage, and transforms into Fimbulwinter upon reaching a certain mana threshold.;Wearer gains +2 AC and +1 to hit rolls against cold-based attacks. If the wearer's HP is reduced to 0, a barrier of ice forms, granting them temporary invulnerability but inflicting Exhaustion afterwards.;https://wiki.leagueoflegends.com/en-us/images/Winter%27s_Approach_item.png
Wordless Promise;targon;Forged atop Mount Targon, it resonates with celestial energy, amplifying bonds between allies and echoing ancient pacts.;"Grants bonus health and ability power; heals nearby allies when casting or taking damage.";Heal 1d6 hit points to all allies within 30ft when you expend a spell slot or take more than 5 damage in a single turn. Usable 3 times per day.;https://wiki.leagueoflegends.com/en-us/images/Wordless_Promise_item.png
Wriggle's Lantern;shadow isles;Said to ward off spirits, Wriggle's Lantern was once used by sentinels to navigate the Shadow Isles. It is now lost.;Provides attack damage, armor, life steal, and a chance to ward on attack.;Lantern allows sight through magical darkness, +1 AC, and drains 1 HD worth of life force from anything struck by the wielder's melee attacks.;https://wiki.leagueoflegends.com/en-us/images/Wriggle%27s_Lantern_item.png
Yordle Stompers;ionia;Worn by elite Kinkou Order trainees. Enhances agility and grounding, essential for maintaining balance in spiritual and physical combat.;Reduces the duration of slows. Grants tenacity, reducing the duration of crowd control effects.;Wearer ignores difficult terrain. +1 save vs. spells affecting movement or balance. A failed save causes disadvantage on attack rolls for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Yordle_Stompers_item.png
